[2023-07-26T02:58:19.380] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB|Threshold                    |
[2023-07-26T03:00:03.013] [INFO] default - My Object      |357000000|3434872.130  |0.109    |82409.094  |0.134    |1000000|3460207.612  |1555209.953  |3663003.663  |0.109       |138.84      |0.133       |100         |100         |100.000    |346020.761  |34046.173  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:03.315] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:03.315] [INFO] default - My Object      |358000000|3434513.987  |0.109    |82409.094  |0.134    |1000000|3311258.278  |1555209.953  |3663003.663  |0.109       |133.64      |0.138       |100         |100         |100.000    |331125.828  |34141.541  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:03.601] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:03.601] [INFO] default - My Object      |359000000|3434683.607  |0.109    |82409.094  |0.134    |1000000|3496503.497  |1555209.953  |3663003.663  |0.109       |136.07      |0.132       |100         |100         |100.000    |349650.350  |34236.908  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:03.895] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:03.895] [INFO] default - My Object      |360000000|3434590.139  |0.109    |82409.094  |0.134    |1000000|3401360.544  |1555209.953  |3663003.663  |0.109       |136.58      |0.134       |100         |100         |100.000    |340136.054  |34332.275  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:04.181] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:04.181] [INFO] default - My Object      |361000000|3434758.615  |0.109    |82409.094  |0.134    |1000000|3496503.497  |1555209.953  |3663003.663  |0.109       |128.769     |0.132       |100         |100         |100.000    |349650.350  |34427.643  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:04.460] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:04.460] [INFO] default - My Object      |362000000|3435154.345  |0.109    |82409.094  |0.134    |1000000|3584229.391  |1555209.953  |3663003.663  |0.109       |184.32      |0.128       |100         |100         |100.000    |358422.939  |34523.010  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:04.740] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:04.740] [INFO] default - My Object      |363000000|3435515.469  |0.109    |82409.094  |0.134    |1000000|3571428.571  |1555209.953  |3663003.663  |0.109       |132.67      |0.128       |100         |100         |100.000    |357142.857  |34618.378  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:05.016] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:05.016] [INFO] default - My Object      |364000000|3436004.418  |0.109    |82409.094  |0.134    |1000000|3623188.406  |1555209.953  |3663003.663  |0.109       |158.24      |0.127       |100         |100         |100.000    |362318.841  |34713.745  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:05.293] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:05.293] [INFO] default - My Object      |365000000|3436458.471  |0.109    |82409.094  |0.134    |1000000|3610108.303  |1555209.953  |3663003.663  |0.109       |173.32      |0.127       |100         |100         |100.000    |361010.830  |34809.113  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:05.571] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:05.571] [INFO] default - My Object      |366000000|3436877.888  |0.109    |82409.094  |0.134    |1000000|3597122.302  |1555209.953  |3663003.663  |0.109       |159.32      |0.128       |100         |100         |100.000    |359712.230  |34904.480  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:05.850] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:05.850] [INFO] default - My Object      |367000000|3437262.927  |0.109    |82409.094  |0.134    |1000000|3584229.391  |1555209.953  |3663003.663  |0.109       |131.15      |0.128       |100         |100         |100.000    |358422.939  |34999.847  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:06.127] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:06.127] [INFO] default - My Object      |368000000|3437710.186  |0.109    |82409.094  |0.134    |1000000|3610108.303  |1555209.953  |3663003.663  |0.109       |160.47      |0.127       |100         |100         |100.000    |361010.830  |35095.215  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:06.403] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:06.404] [INFO] default - My Object      |369000000|3438187.172  |0.109    |82409.094  |0.134    |1000000|3623188.406  |1555209.953  |3663003.663  |0.109       |116.87      |0.127       |100         |100         |100.000    |362318.841  |35190.582  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:06.686] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:06.686] [INFO] default - My Object      |370000000|3438438.020  |0.109    |82409.094  |0.134    |1000000|3533568.905  |1555209.953  |3663003.663  |0.109       |19.56       |0.130       |100         |100         |100.000    |353356.890  |35285.950  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:06.971] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:06.971] [INFO] default - My Object      |371000000|3438623.809  |0.109    |82409.094  |0.134    |1000000|3508771.930  |1555209.953  |3663003.663  |0.109       |55.89       |0.131       |100         |100         |100.000    |350877.193  |35381.317  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:07.258] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:07.259] [INFO] default - My Object      |372000000|3438745.043  |0.109    |82409.094  |0.134    |1000000|3484320.557  |1555209.953  |3663003.663  |0.12        |156.98      |0.133       |100         |100         |100.000    |348432.056  |35476.685  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:07.544] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:07.544] [INFO] default - My Object      |373000000|3438897.340  |0.109    |82409.094  |0.134    |1000000|3496503.497  |1555209.953  |3663003.663  |0.109       |127.77      |0.131       |100         |100         |100.000    |349650.350  |35572.052  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:07.817] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:07.817] [INFO] default - My Object      |374000000|3439459.986  |0.109    |82409.094  |0.134    |1000000|3663003.663  |1555209.953  |3663003.663  |0.109       |115.83      |0.126       |100         |100         |100.000    |366300.366  |35667.419  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:08.095] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:08.095] [INFO] default - My Object      |375000000|3439862.039  |0.109    |82409.094  |0.134    |1000000|3597122.302  |1555209.953  |3663003.663  |0.109       |202.591     |0.128       |100         |100         |100.000    |359712.230  |35762.787  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:08.371] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:08.371] [INFO] default - My Object      |376000000|3440325.001  |0.109    |82409.094  |0.134    |1000000|3623188.406  |1555209.953  |3663003.663  |0.109       |118.76      |0.127       |100         |100         |100.000    |362318.841  |35858.154  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:08.643] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
[2023-07-26T03:00:08.643] [INFO] default - My Object      |377000000|3440911.248  |0.109    |82409.094  |0.134    |1000000|3676470.588  |1555209.953  |3676470.588  |0.109       |152.831     |0.125       |100         |100         |100.000    |367647.059  |35953.522  |200_300=0 0.100=0 100_200=0 5000-Max=0 1000_5000=0 300_500=0  |
[2023-07-26T03:00:08.921] [INFO] default - Metrics object | Total | avgTps      | minTime | maxTime   | avgTime | current | curTps      | minTps      | maxTps      | minCurTime | maxCurTime | avgCurTime | minCurSize | maxCurSize | avgCurSize|Throughput  | TotalMB   |Threshold                                                     |
